S. No.,Region,Category,Motor Cycles,Scooters,Moped,Cars,Jeeps,Stn. Wagons,Taxis meter fited,Luxury /Turist Cabs/,Auto-rikshaws,Stage carriages,Contract carriages /Mini Bus,School Buses,Private Service Vehicles,Ambulances,Articulated/Multi.,Trucks & Lorries,Tanker,Delivery Van (4 wheelers),Delivery Van (3 wheelers),Tractors,Trailors,Others
14,Kolhapur Region,Sangli,100122,31815,28280,9202,7588,253,466,0,5229,843,35,15,20,44,0,4324,225,4080,1395,9198,9817,115
15,Kolhapur Region,Satara,98774,22074,22254,8080,7978,291,2263,0,6711,1030,49,25,8,49,0,4559,189,4557,2129,11898,12379,97
16,Kolhapur Region,Karad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Pune Region,Pune,342964,236870,143413,85410,27295,946,4008,0,54181,4454,1402,64,1212,697,0,22035,2725,11412,11269,13352,11411,1433
18,Pune Region,Solapur,104331,28300,47084,8390,9000,216,289,0,6978,241,74,10,15,71,0,5796,283,4208,1521,8684,9340,12
19,Pune Region,Pimpri-Chinchwad,107289,74392,30156,18467,8757,72,587,0,5288,349,397,27,826,215,0,4285,290,5787,4915,4192,2134,160
20,Pune Region,Baramati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Pune Region,Akluj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Nashik Region,Nashik,185362,73107,44226,25496,17930,90,2710,0,22026,779,143,150,75,149,0,7686,288,7104,2487,24677,19165,594
23,Nashik Region,Ahmednagar,71326,19359,29359,3950,4331,263,336,0,3238,746,27,14,7,25,0,2550,118,2478,1450,6962,6127,26
24,Nashik Region,Srirampur,89809,8748,15046,5895,5499,775,1387,0,2962,0,11,59,45,75,0,3610,140,2558,1277,11078,10874,68
25,Nashik Region,Malegaon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Dhule Region,Dhule,49213,14275,18016,4496,3765,165,1120,0,7027,627,135,36,10,44,0,4179,271,2613,762,7471,7399,78
27,Dhule Region,Jalgaon,96339,28373,43926,6560,4909,501,879,0,12445,726,306,42,54,55,0,3066,253,3072,1282,11634,12836,79
28,Dhule Region,Nandurbar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Aurangabad Region,Aurangabad,98441,48628,47012,12487,6875,242,2330,0,16137,912,289,129,97,74,0,6319,311,4373,1726,8221,6254,152
30,Aurangabad Region,Jalna,24518,3778,7481,1772,1912,128,434,0,2047,242,50,7,8,54,0,905,111,1052,397,3540,3288,23
31,Aurangabad Region,Beed,30895,6141,13116,2256,4804,1,71,0,2790,440,18,19,8,7,0,2501,85,1079,142,3769,3701,18
32,Latur Region,Latur,28027,6070,14793,2818,3047,390,299,0,4769,353,77,38,13,12,0,2948,83,1252,388,3906,4086,4
33,Latur Region,Osmanabad,16643,1549,2958,1873,2142,54,117,0,1173,307,20,5,4,12,0,1735,41,727,286,3531,2800,14
34,Latur Region,Ambejogai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Nanded Region,Nanded,28481,10055,16472,3045,3641,42,142,0,6262,409,13,24,26,38,0,4736,222,779,9,2227,2146,3
36,Nanded Region,Parbhani,14676,2746,7590,530,2372,17,278,0,1886,319,58,24,68,9,0,980,56,627,21,1278,1106,9
37,Nanded Region,Hingoli,10660,2417,5768,968,1015,0,274,0,817,0,30,0,0,7,0,772,0,430,31,1423,1252,30
38,Amrawati Region,Amrawati,41069,30371,54530,5042,3270,319,520,0,8929,498,235,18,19,34,0,3357,154,997,1108,4554,3886,143
39,Amrawati Region,Buldhana,34184,6588,14136,1610,2231,180,604,0,4034,438,197,16,15,37,0,1354,34,1076,524,5687,5045,63
40,Amrawati Region,Yawatmal,30356,13519,27407,2405,2564,47,537,0,4259,399,324,15,7,18,0,2087,105,515,501,2497,2574,43
41,Amrawati Region,Akola,29119,15380,21242,3338,2967,9,1162,0,4448,430,166,14,17,29,0,2372,59,672,326,3310,2979,89
42,Amrawati Region,Washim,20120,7250,12500,1221,1275,3,205,0,1680,0,120,5,0,9,0,623,19,343,215,2709,2328,13
43,Nagpur(U) Region,Nagpur,133437,184617,194314,35020,11426,663,799,0,13154,2188,319,84,566,261,0,10204,935,8304,2755,4694,4783,574
44,Nagpur(U) Region,Wardha,17958,14851,15941,1916,1053,28,122,0,2246,237,51,7,46,9,0,944,15,388,281,1350,1351,9
45,Nagpur(U) Region,Nagpur(East),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Nagpur(R) Region,Nagpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Nagpur(R) Region,Gadchiroli,9987,2668,1635,245,584,1,96,0,100,4,8,7,20,24,0,163,12,180,22,1372,1341,6
48,Nagpur(R) Region,Chandrapur,32194,28318,26458,3620,3659,49,297,0,3326,354,60,56,70,124,0,3630,125,972,592,3336,3227,143
49,Nagpur(R) Region,Gondia,28579,115974,21531,2013,2218,71,123,0,519,239,17,26,59,16,0,1888,39,513,133,5026,4748,20
50,Nagpur(R) Region,Bhandara,1531,42,352,59,9,0,17,0,15,0,0,0,0,1,0,4,0,8,20,69,58,0
